Gene symbol	CD14_positive_monocyte	CD16_positive_monocyte	CD4_positive_alpha_beta_T_cell	CD56bright_natural_killer_cell	CD56dim_natural_killer_cell	CD8_positive_alpha_beta_T_cell	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	macrophage_m0	macrophage_m1	macrophage_m2	memory_B_cell	myeloid_dendritic_cell	naive_B_cell	neutrophil	plasma_cell	plasmacytoid_dendritic_cell
CYSLTR1	43.0472397476987	110.022691140803	61.8798098318682	52.0173522724282	43.0709067604375	17.8848049138286	8.0862583607934	59.1553370683998	106.108400873396	19.3087468950074	44.6049919479754	32.6298558456011	47.6646415614199	52.2696313293087	70.7039836293033	43.0254697471622	62.6963063908566	114.474511208042	13.5648966460473	51.9794692593902
DEFB1	29.6262831849571	18.6312060585256	16.8285944946317	22.3575015686904	7.824830728747869	18.9285197725171	18.4231838594629	14.97169511544	15.7601366989798	14.8458460656285	17.824098113066	18.8084608105738	51.5534718500629	16.5438797608106	14.8663303618422	21.3306741378022	15.8557698320627	26.4204328364828	18.3310291430998	25.396550303869095
DENND3	92.1793225085271	205.55952993032	45.5219918398034	84.5477771715667	98.6720764419695	42.4202097489956	19.7726194085301	233.791662949544	138.468580916469	70.3614144218392	58.2951979330689	77.262886252551	75.5964794436566	51.2395971250479	82.497603892117	87.4667506206754	122.08229903271	229.285195297721	102.726409126298	17.9257361277024
DPYD	164.620296449251	100.811919638513	77.8056860295029	68.7207877065722	111.485817877215	51.2169939727277	24.728690330176	99.292965220418	30.0375508772946	61.262379509125	36.6649392414174	58.0412275348511	136.567867374809	160.421642333692	27.529723461484	57.5771311129891	41.3120496513602	80.1450920572752	23.1393423923238	12.4748096300709
DUSP4	20.8831765694875	12.0025032103414	58.7818828174934	37.9355142922174	31.8252321181782	47.964587978697	190.317890501583	11.3661432268736	18.0769669806381	214.321344647859	16.6960444956039	30.5288812261903	15.6191609863437	15.8790183219061	47.2474639368446	46.1563690623736	21.672845101855305	17.3387708895983	33.720885638313	24.6965692288767
DYSF	201.021303620737	108.329446840862	31.6157590568397	63.866363509803	28.236303484307	33.2700414802379	33.2364753208949	29.9327106272752	26.0681176627273	32.749920483089	54.1516934132574	52.3554977648853	81.318774637341	62.8472650682058	16.8515562397137	35.4599173765685	17.9160959127911	379.775273873421	34.1002507966865	28.8374531555038
EDN1	25.9244630745174	30.131908186686	21.8717763596863	22.5897972529561	18.9943557215252	19.5584928734099	24.8171837700603	24.7534052629958	21.7279218679432	18.7998146965152	22.7428542078449	29.6704544425945	222.128369196886	41.4514875142909	19.198749358193705	23.245309926252695	19.6607126390365	66.1014015243327	25.4196991416058	48.4699456514151
EIF1	521.026032796476	1362.36918103752	864.0347868694619	282.291807512418	1474.13633173535	1022.23784058909	230.780802286602	2161.60985522144	444.297133910428	461.222314651954	622.950342916129	634.956605575554	1127.38762801561	1147.80946677552	665.301520134555	1023.56634243221	751.330606606992	352.830168262889	771.087620610169	93.6861890912326
ELSPBP1	25.9680939275258	24.7529860758943	21.9799896748212	19.9696745564012	14.746629163876	18.0344645015214	68.7494567686147	8.24601401242048	23.0230366508389	25.3852348400111	17.5754466245431	43.1863169829979	12.4177946338867	9.0975662273362	18.8536360920173	13.6094510559634	22.3649952698504	29.2110307806083	35.2969089701108	40.7530605007238
EMILIN2	139.409746745766	355.185526269808	61.412505307345	40.9494389342243	51.9817065610326	42.8441039742012	20.5028803434126	743.4735371783289	31.5291583089426	20.5550028889604	62.2986596524227	345.678358007704	559.149007068767	596.840208147911	29.1090885481152	372.092372637114	27.8855760238919	69.9614349730662	23.2477916692828	137.162376267509
ESPL1	36.5450048848408	29.3030134033184	34.830767082304	32.2453285603548	18.4808006910553	34.3355023173291	75.4298078189434	32.1529185039593	23.0285513859239	138.285902807916	98.4667651696667	52.533312404821	51.749194221659	49.8551052127456	40.295604605092	34.0612478964291	35.6216687811694	43.9489803800682	44.3695301064712	81.5400935844681
EVL	109.131910350476	576.52459777359	483.668447065462	344.946216004545	316.95374311191	475.781528103351	88.9893179362186	430.966347574984	171.076921815531	329.151295920572	123.670857088436	200.46274077613	325.232819776762	792.525800677637	172.887292323707	272.520361361378	312.391545355778	75.3440287383337	42.6464159803703	77.8175459796582
FARS2	43.7070836574042	90.7936582550133	68.914936919492	63.2904977313957	37.8869211064949	57.6368105300414	34.5576163525529	52.9528556640176	18.4435344032236	40.0553710654745	83.5124940058156	59.8857678943512	71.5023915749499	62.2775165598966	56.5134730569885	68.4676269383181	65.401030146081	30.8696356900774	43.634903820233	56.0814389985246
FBLN1	18.2921915123232	19.6912538740035	17.4633958824124	15.4929820788306	17.404486837765	16.2670807377066	19.2791094114298	14.2276347983159	14.3347317570879	15.6313876432148	18.2401521910273	19.5584743697345	14.403146009004	14.1237674096705	18.8607372613248	21.895584279064295	16.9767340469742	22.5432310209234	25.8474341166027	66.3233502692816
FCHO1	43.8517621355414	97.1820888625084	69.7890431608831	46.4357934944142	33.0634991379319	54.1601736133915	38.8412153711598	46.1617558101373	27.0320577081172	42.9568143129661	42.8914271609275	42.1680687894184	52.1143895942427	67.1947682597674	54.8574400777271	36.2547069705509	70.9145262949912	78.9877021241312	23.6106557881673	47.5060369067452
FCN1	2067.53258194552	3371.8261940668	111.866939238035	64.3692833320148	99.4485472106019	37.5530636748537	24.1204774474579	66.061270531961	28.8642139671896	18.1641337321585	92.5350098605803	195.243241900482	507.278421967881	357.450772919328	19.6100941256121	197.351058377358	21.7872750534778	317.460405574756	39.8367522637827	16.9776752304038
FGFR3	13.1808133118618	10.8344077793979	16.1624189389969	16.4169326345775	26.7621988696391	16.2725284877586	18.8626012328839	19.9968185803425	37.2818054832793	12.8532192648724	16.294161771911	19.383390424648095	21.1964495945688	20.901607718219	12.570191491094	22.984147492597	12.2882399803341	19.3167698549818	16.8109760562406	87.79738137173972
FGR	877.0522505023689	1154.68417126725	67.6244935975167	240.971665981668	321.316602783808	85.7072767379628	48.7953118998007	111.70055671697	429.90285277219	66.5269252492498	80.5546954943565	120.304118851888	230.896904018589	224.091163254867	104.504950748905	236.859470797561	104.649323873765	561.176183474003	23.6655905658237	36.251120190655
FKBP11	54.5704678189019	68.4017511184693	152.211548640307	250.151489709149	306.667463282068	232.518705126156	40.3620159364924	100.764620071103	26.1037621218077	379.39849149033694	146.051191621671	34.741754050678	56.9846918422026	49.7784356073345	103.401988863992	81.8310972838487	55.7007211172053	68.067648541161	1555.16022148918	59.7670357594606
FLT4	17.9604603611808	16.1121248102317	24.1918757620565	21.6483991874776	25.1105310927161	26.111363111267295	13.3565125916956	10.9723732465318	16.2730344528683	19.9174171116529	16.5053491086152	22.9342787207938	9.0571309822498	10.3526789012545	20.7650772969365	16.0880515494473	23.7866576956695	21.260627168589295	12.4497387408458	27.4943167441232
FMO5	43.1614652322564	35.3279729758287	20.2048651582388	31.1997691628558	17.6109977139967	15.004662464002	32.1104104787442	42.953517945856	22.982766101660495	12.84156205381	20.335914914507	20.9803716279525	25.903274132634895	24.73977040397	18.6655096149279	17.7657055636717	24.4987697072675	24.9945598441313	12.048665343345	21.914692701779
FST	21.665569832406	12.1672384000821	21.2463004932961	19.6840310044814	19.551873288701895	20.4173963869519	81.7607341721535	14.7812613424187	27.4523871209757	18.0970177405346	19.8229849137329	18.6290891422107	38.9607430896626	35.1748738766048	18.0260831900089	19.5586164745003	17.2672756661644	21.7462480339963	26.5346559330831	53.5962604262134
FSTL1	18.201851699495	8.01158471917249	15.9974483765306	12.8355844901967	14.0671496101125	15.8962433060833	25.6824391013912	10.4998632317039	21.7871350720519	17.8105112553129	49.6610722185383	15.4385381932337	16.6399801723275	14.0253242600962	14.838667621354	23.4836031312147	16.3624637289026	26.1010890509065	27.329667706738	22.5024080859729
FUT3	21.8981053941786	19.468712158134	18.161490561047305	20.196985955879	17.9091566493877	16.9923440882317	14.6419777557286	10.935355544385	17.6909006029787	17.4397717599182	16.4677994319051	33.817512893165	14.1302507025456	15.8780894529088	19.7208891155935	16.4872786444375	22.8931381849743	27.6817718214575	32.1139360867035	182.626627307004
FXYD6	84.7612807628338	41.8712976659779	23.4022697933565	20.8212908147281	32.3336921779053	17.4009451444675	15.2969151709599	9.80790028479328	12.5057767381859	11.8786773209638	55.5029707419318	66.6026996120796	71.3401611977521	36.1649567823247	15.081579725585	27.0417447840754	18.4050691004851	23.1262281295237	23.241159517159	58.1043841057891
GAS7	130.035937558343	88.1507154816382	27.3610179624023	52.720345612436	71.7109961635447	28.7045311096308	50.4829463858522	22.6961791920492	35.8755068606196	34.5482160105549	33.6497102213156	69.7830845850432	43.7438867785689	56.9490236305867	32.3129440779457	57.6012297322632	37.7226106671211	102.087338743796	28.9120779159454	38.0518107185322
GATA2	37.1031075772539	23.3805518926919	24.5021586696379	23.4772183664253	22.8385530916996	26.6299834586303	84.0981230286549	900.911366667934	48.7064730308939	29.92358227665	120.546577112579	41.4577377980531	13.724963075392	11.8630588823102	26.1799754807931	17.3218040741984	27.0505480471171	43.4825288378085	42.2983172861634	26.7473362453248
GBP1	150.02131629201	138.43762485461	131.710815255551	130.095455349842	137.688480645779	168.876122346147	54.1959013963503	35.0059637285051	38.5492719792739	136.63247727974	52.6037266180551	29.2741241251054	896.7194524008271	71.273239268407	57.5693027126789	138.500842971584	52.1610363038761	201.597666925424	23.0812081439425	13.0787284447716
GCH1	270.792589043283	293.785153202878	132.164952321749	216.029465172328	718.895788640452	195.894377202407	72.6468747337438	70.4946925935233	70.9283750316375	815.916570561344	223.563815464299	19.6317027255674	137.261667415716	19.5171399100217	217.044014787536	73.2153444339748	200.019373983402	144.961998888787	39.571636802517	39.5325016656396
GFOD1	66.1387594195717	159.471281454606	44.0150691946242	185.50334729567	80.9370166347635	59.6621932923667	103.990677849722	57.2670909509247	160.116747824082	76.9878851055804	98.6180273184742	116.702404228332	85.0442029955071	121.400191362247	83.5869384279542	66.5104420486546	67.275332669145	105.562691898329	92.3119901557925	39.9458852092202
GIMAP4	522.160463055541	534.029195672408	355.506702487886	444.565069517992	337.511338655747	328.982840142004	11.1236027007937	23.4877461375458	22.4124086226836	132.887496741662	58.6667726186586	374.961474068601	396.81945972871694	166.154556540798	14.8270526593088	67.4303074157479	14.041556750872	263.691947553334	11.9382800827988	16.5568391404923
GJB1	30.0152768953913	27.6281483727619	20.9039307402268	19.6993706305037	19.8764185164381	26.2867709503847	22.8756704892071	16.6366681233316	23.8565824463892	22.4866515873183	33.2434463428314	29.380440405254	22.399595257312505	24.0524592957893	24.605964867983	21.8303040978308	20.9971486644621	39.8590777524048	31.7910875908253	213.207142600422
GLRA1	15.166097116491	20.1964358702198	17.1640059469065	19.5840055985927	12.1402338368353	14.1828570395539	19.3565765618748	14.8041656150279	22.0318256838919	15.1323912096983	10.8401405637752	24.1320905272603	10.249014326554	10.4436681210577	13.9332404005359	14.7344888678346	13.5585338224739	23.280585371579505	14.6117340652272	19.197338214170905
GLRX2	84.4527567905829	85.0679378425907	53.7670857858843	66.5805788433124	48.787271488546	57.4281500579132	118.442525705606	52.973514599683	58.1601282631003	204.529936954748	121.676609052588	55.291228783499	74.5166515420825	72.3040157132618	64.6390110589246	80.137380203021	35.1073977112132	76.60064347303289	94.387841538065	39.4290238730703
GP5	14.1031616318242	14.313944403927	24.1141718015207	19.5120458659218	22.1095628631144	20.288376665276	18.0985781570798	18.3355473391366	24.011091815563095	10.7190350556907	14.323664019332	23.2067877351385	14.6789087981049	13.0174903016183	10.9494714955109	16.3860897321466	11.5654321807854	20.067106397017305	9.29982008669062	154.033506971591
GPNMB	27.0407287172509	20.3566513137829	16.5454925223686	19.0513431655275	12.5992160394933	14.5019670628261	54.2763989022297	15.5411531459766	35.3486664571576	16.3651236474535	23.565016481267	1880.18313295682	1031.71498493619	1121.36557841189	17.9341659780688	69.3077862945372	15.6148861157338	19.3937547790716	40.0713018608344	60.6613490128439
HAGH	88.1303211159258	231.808605639502	115.823025248693	80.1056242474932	92.5236921934169	93.6896556405674	59.5225530799659	139.214903397341	62.0251175137793	100.290276214517	133.638795258042	175.66246318316	157.716156687658	156.487196874032	77.0595670624448	143.626251337031	53.8420769898925	57.8433138470698	90.4124324861861	148.199618672519
HAVCR1	12.057970996983	11.5942330629192	21.636825484998	40.1119243409657	41.2569502863208	16.2991808618764	13.9950862420989	12.8421862433725	15.236065300533	20.5278613083144	7.03011572598742	22.1625590414206	7.74426370723772	7.16453169078093	12.358959964383	14.2835913619269	15.5849295892023	19.427343218484	12.650535943279	56.6421026780898
HBD	19.5095346918044	34.5016150916492	23.734380878092505	24.5782420692878	19.7211078766037	22.1134018540719	65.8208215539262	56.1954582794547	22.107235138721	15.2459800299946	840.5401008124969	21.7613010858549	12.9907041299769	12.8198941765126	16.5416306207933	18.2656381719613	17.806992685579	44.8631265009299	73.9152613915718	20.881345012055
HCK	727.5687237065449	999.788033565965	53.6592318288647	60.503185269348	47.0541786367292	20.3896076278254	39.7182222543156	43.6851484994782	322.205802192718	18.3007180651995	87.9104005907371	128.234269412188	534.413193702007	408.408765157594	76.4066276388558	366.70975522351	35.7547222454297	514.004937905968	24.33144937841	36.0799054101621
HDC	31.8817681984288	19.1626428418536	24.7967125462371	27.1276946535331	16.1238772103258	24.4950379892577	484.893426564216	3422.91225331455	48.1980701335259	24.7511314133712	106.575638656113	78.1068716587887	10.8688585466933	12.8537718098991	17.6378346707976	18.6791118981579	23.6016180512918	46.0391270596669	33.8455559964268	30.5223946084836
HGD	21.7646847661115	23.8542790912993	19.745407388303505	19.7192576687217	13.1184711727883	19.548229406824	27.6153242459038	35.2197195950528	19.1388817594379	13.7360284581445	16.6457112595417	26.332630202803	18.3649097915759	19.0690803643679	15.2767838140712	25.1769768568542	13.3741426093631	27.5268324770357	11.4789804043098	203.45070623973
HIST1H2BC	18.9853405326522	47.4198287916275	25.3145484902564	20.7552592628989	44.6829202541149	19.7877355967032	18.6924661767857	40.6032965984953	37.4068721041356	17.3235762924195	18.2788892656128	24.8217825680265	27.2598703636659	13.4797638610781	33.8972741705725	25.400615784683	91.2910869762316	180.135981841977	53.035867078301	27.7229466844618
HOMER2	21.4680500565403	17.7945762567612	25.1608988442743	64.3181277549827	29.0614611021028	19.9894922998594	48.3836958838633	27.44168746569	34.4042920206208	19.3103253637675	24.7575708744586	29.666533804843	17.1547982204996	124.18414145163	23.266305289016305	124.610359068664	26.3356717841355	26.7778397794735	57.0935804878125	52.8174735293882
HOXA2	11.8339679285989	19.1831590479254	15.1685497778455	18.4370650708022	28.7277902308629	11.6518166318119	11.262101434695	27.0953031319566	22.938518356470695	12.3915661283483	12.2583294481651	17.5902812154861	14.933239572681	16.1870714280209	11.0420293038082	16.8745846933343	13.5227338592182	20.838971750619	7.91872208718999	118.63001522163
HPSE	162.878281922232	105.480847967162	47.0300465283664	34.5056566328409	22.896864398675305	27.0797629362581	27.947431263788	20.864426651304	17.7712373108591	39.5954888907824	34.1419368889703	42.4741108448682	52.3947336326687	33.544331973511	21.434462044217	27.3025674627474	21.0458502434962	193.266304772221	18.5874001030185	24.4332855652323
HTRA1	50.6947981881668	15.5468329023434	24.0277196768039	25.3719101354497	20.2782948313848	19.6616545773044	33.8296419154749	13.654908989608	15.3572693030706	18.9523083549913	31.9467195806352	183.756499183204	42.2978919573729	38.7094165829567	14.5458420308249	23.0951585003778	17.3907772201708	30.2772451841713	36.3432473787365	36.1046388932825
ICOS	16.203882871298	20.2781638296223	262.24599574567	31.7307728870794	15.9956101458193	128.269259145564	12.077339009943	27.3381538855013	12.3142540046614	200.370154992673	12.9646327851874	22.8080164948229	22.677498094851295	18.0202025594293	12.1966353217892	22.8063005139346	9.47430573597538	18.1503166885136	7.751507959256301	35.9075812748132
IFI27	19.8626133105808	22.3434009665416	32.8639460299374	19.6989735698601	25.8845166980433	27.0439751718863	33.8964869073098	9.52792610906199	12.2676247269158	14.4028953237035	63.4049763632828	27.6245910107479	605.42445316317	34.2176717854656	17.9350152644514	46.9811179368079	14.6974276819368	24.1886240409545	75.9323873320539	139.424936368377
IFNB1	14.5927691625349	10.048512593217	13.4283270553117	11.3668280310418	9.56613134909796	12.9218705344238	17.040299533166	8.6244133320245	15.1455394892053	8.50183766144801	11.8870080520585	12.837927798972	11.8322495333972	8.99534930355387	9.67810219798882	17.5756083893649	11.1664958561854	14.5051323192884	11.9866937189514	133.039818252286
IFT20	168.150391251184	193.377523273184	105.019490379976	113.262741765323	209.293254085044	119.70154653012	66.6373277167706	74.603872483051	154.822487932533	158.361323198664	235.195956653918	113.747613227368	42.159322931063	65.1581772251943	163.437988437758	155.225031732133	113.317806679498	112.783574525765	205.164526460703	50.7477723543616
IGFBP2	17.9601816720134	17.079366881729	18.5306768918506	16.0666626825858	34.7478397884702	22.0940683254627	296.789589935859	16.9441458890652	27.1468046581875	11.291192984464	22.8793466317739	31.9383277356732	22.059861962905295	27.9325505824569	11.4179088878668	16.9009008193032	11.3840836115172	16.969163149168	11.8211830830359	25.6525691205517
IL15RA	56.763730003297	48.6689713964674	38.6530627594218	50.5945428563736	63.7622825690711	48.2412047748393	30.988632329844705	20.6764374958513	18.198432033542	96.8125619162736	45.0077098365467	17.0913159713426	66.5263368433971	17.3179005988187	49.4353643876735	29.448023294109	36.8712372547525	53.3322485451986	89.1024370296716	37.6266986269927
IL1R2	49.0609080353388	30.6165349232225	22.1487387914836	15.4395908769341	24.7335971551314	13.9581169667901	18.8905960229438	20.7363329959075	19.5676243360492	15.5360287402945	15.3812563228018	46.7782697669378	31.4167302806609	54.5409671058668	12.169181104646	143.568294677163	11.3666305428658	361.452108860511	15.7787345521354	21.9650925953933
IL1RAP	28.8775716309639	31.9472325316592	29.774861992802695	22.802364889163	41.1351909499754	22.7763701422612	40.770405150771	51.1553808046607	58.6175346896523	36.4155244227949	30.6807012821722	23.1769082416194	24.9281763684033	31.8406644102284	18.0447117062745	30.2067433639518	21.6036960172654	143.446266795704	9.80100539224672	14.5622635867618
IL1RL1	19.2216275019693	17.257455125553	16.8238422373002	22.13385391197	13.4974119466827	15.9302339174072	135.758387793959	149.926071205144	64.2443590693946	19.3982180158571	19.8926541870872	19.0094919764224	14.351084269797	14.0393608277308	15.8976819212387	20.5392728926336	17.4361995143771	39.4790906776179	20.1409288871891	24.5928968939763
IL2RA	23.9556593025939	17.2896416074719	83.57645383224988	43.3772189522391	18.8079096163589	40.0419995006717	29.1174057645245	69.6090794676908	23.8508696619789	185.04982627457	18.4032929398147	33.2893393906969	68.7651181870269	21.081190672180295	60.5914778841334	34.6665930581144	25.9211814292853	32.026350465416	18.6521389755801	38.848380930362
IL32	21.1819724284819	13.728247692093	371.007079690664	230.229917235355	86.1431898850487	547.367632491315	46.3168503724277	48.6352191559228	20.6376108615994	571.627150577753	22.3562500412683	16.397308033221	69.3346264433606	21.1871007378888	22.635100138224	28.5824249262817	16.3323053477759	26.2797443168798	16.1828266115683	25.9411132648389
IL4R	124.059610870415	103.219177935817	133.460531179066	79.8764346131783	78.6620989630217	140.621533531394	128.323977234023	98.6021587876897	126.616842875071	142.965849812184	63.0281444549924	143.978819603964	115.742221153741	117.996553850628	77.7473534001723	87.5865461357138	375.640610249797	154.195343221477	42.1575460892488	61.1987740931987
IL5RA	15.7033471632114	17.23319930278	16.8099011502313	19.365877708388	13.3050437024039	17.6681846725618	27.0431875532333	105.209476521191	126.518972987251	13.1900705379265	15.3644233205472	22.9607748969277	23.8543692417387	22.9641759203629	19.1199049490571	24.6660751379591	16.7199451877311	55.238336711477	38.1489930423511	23.2427504373019
IL6ST	37.1835498656289	15.9551339508115	66.9584641427002	27.414635828859	60.3664981345294	48.1091681268122	53.2178493820356	12.6312381255072	25.4458393557298	35.0158096934828	29.4605595505916	28.8949117675981	36.2375248646443	34.3555418209059	35.4319512287325	30.1608653581046	48.3812235147947	32.2927552210097	129.424716804504	30.5605370208435
ING2	39.8227844396305	88.8725753018966	53.4660846306509	44.2262515378743	64.7593516440313	60.2826874079923	43.9412267705398	116.454834264364	64.9578046214816	37.0396843604196	60.9392239480093	63.4812377298395	108.432819018394	121.012868309519	41.2716381124573	83.529162102587	33.2675900796215	58.7454030822325	27.4561808684321	27.280063493391
IRS1	16.8438551192324	8.00977816851539	22.0622998871426	19.3720870862796	13.2505800872778	23.2784612244245	14.6499409357608	11.9857492571449	20.5032005647614	25.007422172669	12.577438856638	12.8371633704071	13.3674142339131	12.0760478878951	28.2036565732667	14.8384234055592	34.6986911096253	18.6209625038992	29.1894479389941	20.145479515321295
JRKL	33.0780762017391	18.707911234996505	36.4147525894555	38.0959626902244	28.074683547388	31.0856724339441	46.1910432556299	28.037144555268	38.951935314597	40.8687652890249	43.9083599104398	24.924071562691	29.0914273369862	28.1076824823304	33.2312494187358	20.1797238869032	26.2794129905635	36.3597273279329	18.7681204146522	68.1889671880625
KCNJ15	43.1870700464933	22.1057269501191	19.0643521241074	26.1762013186561	21.8635127420125	16.5190658270105	28.8849607512965	18.5345806791465	23.5008844537045	14.1095809817838	14.987184904777	27.5423892946147	19.4711906826187	13.9705184147757	18.4467018229695	19.8322679942825	17.606421805213	218.971758477803	24.1764713998383	28.8182628549033
KIF1A	13.6221575608888	16.453778152082	18.9422632274968	19.7612968555974	22.6914743631246	19.1005462741618	11.6376596178275	13.6910109017983	20.3453537827199	14.3137122528412	14.4479740854955	18.478314130386	10.5968840997957	9.50635241284369	17.769338400973	16.7649380734483	23.6721720085132	21.8397171552505	14.5885815993356	110.885996657474
KIF22	35.9239479751473	80.97597283399172	83.774233083804	42.8378264575677	64.6017636760807	87.8845558479018	42.2922330754039	176.891990705449	35.0012549325365	76.8556390109724	55.0701073545978	32.7138103750482	22.1225679893755	20.2083572331691	57.8079207286064	76.3234195781824	50.8376529632121	41.6665818229011	32.1923505679683	23.3845833117104
KIR3DL1	23.072413977470905	25.4877932655873	24.635146980903	227.978783138625	119.68763058019	33.203056165659	23.6943356617016	21.7261970234346	15.2858884506359	81.1562988031563	14.3774253965638	26.2895610817388	16.5493775899882	14.9071017061913	16.6803479409854	17.3456201313116	20.4995987289206	39.6502583497009	21.3772964013002	30.894785984089
KLHL18	55.755278814951	110.794151225575	44.9776050443812	43.1762552029183	67.6808126382351	44.4956342922234	33.0952353596976	79.6969219906087	45.560047673311	45.2849210679525	46.3176549687215	80.8665255428228	52.5832067451339	51.6474086196693	63.6936246406411	43.9614432078411	57.262092848361	66.9491149029688	52.0547103468217	30.8323665619198
KLRC3	10.5235024562325	10.1359869929627	12.7545124132387	241.222421999351	143.919387351301	82.9079864492733	9.88322843812131	10.2378755858219	11.5655149330291	86.4922311707288	6.05708790462164	10.1272217024247	10.8619773242463	9.57986883761764	12.4022251893393	13.7270856648529	10.848923611122	16.1897196152236	7.98866056825787	16.4887959932663
KLRD1	22.2543255206355	24.5007771513785	28.6562602970293	331.256295986424	270.529163559984	158.35024362001	17.2605851975957	15.5195843765707	18.7424842419849	215.328063768679	14.0374611319238	16.1892707401168	17.7808285013477	14.6942275918042	21.6370930541249	17.0992853044385	18.6344568391354	42.4538907050238	23.8413466018907	13.7878070843856
KLRF1	22.9009548418667	36.9965179360606	25.0391710959242	565.69328242181	673.748957401101	88.7566588209838	9.69776288848538	42.7111764830647	17.1532720882895	41.0819345592905	16.8487881865748	18.8813807075649	21.0057890435803	25.9991359995294	16.9851254417096	21.9516709230781	15.1742701717099	42.6318884067973	11.1376922012097	26.3314449060006
KRT19	10.1300099034464	10.508263412089	11.9986560709601	9.5790393543711	16.2777219680327	11.5722685866927	171.021925091666	14.3856527638447	12.1145804598125	5.96873716174411	11.4609686062944	11.4243927277376	9.87323850502777	9.54203530791399	9.79262723275639	16.7746957171677	9.4900133352857	13.9583135812899	6.5568562265197	42.9315640356205
KRT5	19.1068300423829	16.5876080807853	17.7316154524818	15.2722702715575	20.5944800567364	13.9268598947159	23.6944845395917	8.1973294904543	23.417570141041505	13.8171112242116	16.7259552065694	19.2985384042238	10.3785969499882	10.1011237890986	16.1777637542262	14.4075336807689	20.0145637185404	23.1590407760742	32.3392818443023	76.1294108790677
KSR1	29.7542943501262	51.0467008595739	31.0595117344155	33.5262586653871	39.8338673853798	32.2044450876512	23.3123838421855	34.1009615833035	210.080815626732	25.3086913647725	30.4748050429381	28.1091283572138	23.5443051416935	18.866855543806	26.6530873963717	21.9044537490048	19.5347521930178	36.7959362082371	23.5454116634061	28.5893472082725
LAIR1	134.234560562281	221.707595349181	82.8197457535492	117.439576927128	66.8515394643192	78.8739916432718	88.5624479572011	540.341421961368	69.7996458556811	57.6652295859208	124.715355877071	112.3038393729	413.762791986889	302.280213220814	58.2311143854146	147.029478586482	169.391615785241	70.5589278496857	40.7420728168331	59.7615402454898
LAMP3	33.4583233043703	19.9513488658976	51.0655986208421	29.0880372299486	14.4246916697581	33.7397646995304	19.8150191926728	45.4470580514776	50.5252418451758	36.3611127171808	13.9436385760236	60.2536611574444	133.221992226292	47.0376802302532	12.535687863801	363.560223657192	14.4047973995882	59.8760878672747	127.041285131978	39.0060177714094
LGALS13	14.8067731184693	19.4960241864986	15.3010189623945	22.8982559533846	8.74291441990238	14.3856143949724	13.1236510334147	15.0671454205242	15.2665616778774	16.4893047785244	15.5547849481049	26.4498330892113	21.4655101696156	23.4300031026327	15.3252654299432	12.3873216929983	17.0660946864422	22.3329787805259	19.4936026299999	21.5068366388519
LILRA3	257.42571811686	269.153923810223	32.3439602856724	33.1772773852831	19.422756779234305	20.4219805040543	23.130610140911	22.8167394227151	14.9031288835334	8.73308447871339	34.4430089026538	43.310791117445	425.939127816389	135.643238279104	15.3397543222959	95.110942942809	19.2519621518684	123.928456031441	15.7739295271789	11.1509308749712
LILRA4	29.1265021259874	31.4340404236773	23.6149220117756	29.4035945113873	30.5753043328928	26.7100661895352	22.8227095750281	30.6814449378157	40.1149263772805	10.9294152012965	35.1483583498484	32.6818690591757	33.7537209863886	41.4143712378487	59.5833809881311	26.8206901137337	58.6869802115045	38.7056445286406	20.6501426756633	218.846760620383
LILRA5	70.3529879626635	171.940618689813	31.7240427483336	26.3397674274247	18.3224611629085	15.0240659599104	13.2871531981513	18.6533258723659	9.87993886485486	13.638832907844	13.9758566429986	29.9637014516908	111.697649136885	44.1010288001493	15.528147993739	43.3605238987438	18.0771554580684	91.4395069200624	16.9680472464713	23.508743225968
LILRB1	261.572019824479	338.2947964463	39.5345331968343	66.9151529535939	50.6460214428971	39.5445875120472	20.9347991771973	268.311458880448	17.9663399176803	21.1716451957145	35.4787247495694	69.6174309917903	283.362863832622	206.378371218281	86.4501081329192	136.509712828687	88.7895352384979	104.633677855439	65.4113681281459	75.1977192286144
LIMA1	24.4350720046071	19.2144554347289	74.8671303029938	43.1403999769231	28.6778702765356	49.8257094635188	182.832126796794	21.517976008224	16.6411565952202	47.078885345245	44.2908919046453	51.628623751585	74.2082156651431	149.422444147986	39.2585296229223	44.4184201351395	34.7560012399525	18.8038390679038	46.9573956147856	16.9211814000048
LIMK2	46.6960816167431	31.9888340882616	42.2214878344381	48.3314459361842	29.6993841986499	39.1021052885807	43.4485083659131	43.3947840906371	57.2127392155413	48.8283867757265	43.2210170834286	35.4648988610693	54.2848549722724	21.6604860709745	44.9408966371507	26.467343051186	56.8516737503146	185.640222325367	23.4597076494672	39.8248964088935
LIPF	14.5412582035529	17.6792306456645	13.6558789787309	21.2940834763275	8.58160758277964	15.1301025755155	10.2131257832189	28.7527877659828	10.308864927514	14.3213488634017	9.10458171302724	14.9786156290606	23.4028435900644	20.990308806976	13.3264697729232	18.4260893718502	15.374295500833	25.2161140147978	13.1555903475092	62.7817042469734
